playerShort,player,club,leagueCountry,birthday,height,weight,position,games,victories,ties,defeats,goals,yellowCards,yellowReds,redCards,skin_colour
nicolai-mueller,Nicolai Müller,1. FSV Mainz 05,Germany,25.09.1987,173.0,66.0,Left Winger,250.0,101.0,66.0,83.0,59.0,43.0,0.0,0.0,0.0
oliver-fink,Oliver Fink,Fortuna Düsseldorf,Germany,06.06.1982,187.0,80.0,Right Midfielder,328.0,132.0,91.0,105.0,24.0,60.0,2.0,1.0,0.125
predrag-stevanovic,Predrag Stevanovi?,Werder Bremen,Germany,03.03.1991,178.0,63.0,Attacking Midfielder,69.0,21.0,20.0,28.0,12.0,3.0,0.0,0.0,0.125
ronny-philp,Ronny Philp,FC Augsburg,Germany,28.01.1989,183.0,78.0,Right Fullback,140.0,57.0,32.0,51.0,4.0,20.0,1.0,0.0,0.0
sejad-salihovic,Sejad Salihovi?,1899 Hoffenheim,Germany,08.10.1984,180.0,81.0,Center Midfielder,339.0,136.0,81.0,122.0,90.0,77.0,4.0,2.0,0.25
stefan-bell,Stefan Bell,1. FSV Mainz 05,Germany,24.08.1991,192.0,86.0,Center Back,144.0,65.0,34.0,45.0,12.0,19.0,1.0,0.0,0.0
stephan-fuerstner,Stephan Fürstner,SpVgg Greuther Fürth,Germany,11.09.1987,178.0,71.0,Defensive Midfielder,241.0,92.0,72.0,77.0,14.0,36.0,1.0,1.0,0.0
sven-schipplock,Sven Schipplock,1899 Hoffenheim,Germany,08.11.1988,185.0,79.0,Center Forward,198.0,69.0,50.0,79.0,68.0,33.0,1.0,1.0,0.25
timothy-chandler,Timothy Chandler,1. FC Nürnberg,Germany,29.03.1990,186.0,81.0,Right Midfielder,191.0,64.0,52.0,75.0,16.0,28.0,1.0,1.0,0.5
hrvoje-cale,Hrvoje ?ale,VfL Wolfsburg,Germany,04.03.1985,184.0,74.0,Left Fullback,129.0,61.0,38.0,30.0,1.0,36.0,0.0,1.0,0.125
jerry-vandam,Jerry Vandam,Lille OSC,France,08.12.1988,186.0,72.0,Right Fullback,94.0,36.0,18.0,40.0,1.0,12.0,1.0,0.0,1.0
john-guidetti,John Guidetti,Manchester City,England,15.04.1992,185.0,79.0,Center Forward,53.0,31.0,8.0,14.0,29.0,8.0,1.0,0.0,0.0
pape-camara,Pape Camara,Valenciennes FC,France,24.09.1991,190.0,80.0,Defensive Midfielder,54.0,24.0,9.0,21.0,2.0,5.0,0.0,0.0,1.0
abdelhamid-el-kaoutari,Abdelhamid El-Kaoutari,Montpellier HSC,France,17.03.1990,180.0,73.0,Center Back,124.0,41.0,40.0,43.0,1.0,8.0,4.0,2.0,0.25
abdoulaye-keita_2,Abdoulaye Keita,Girondins Bordeaux,France,19.08.1990,188.0,83.0,Goalkeeper,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.875
abdoulwhaid-sissoko,Abdoulwhaid Sissoko,Stade Brest,France,20.03.1990,180.0,68.0,Defensive Midfielder,121.0,34.0,25.0,62.0,3.0,21.0,0.0,2.0,1.0
benjamin-stambouli,Benjamin Stambouli,Montpellier HSC,France,13.08.1990,180.0,75.0,Defensive Midfielder,119.0,44.0,34.0,41.0,3.0,12.0,0.0,2.0,0.0
gennaro-bracigliano,Gennaro Bracigliano,Olympique Marseille,France,01.03.1980,183.0,82.0,Goalkeeper,159.0,52.0,49.0,58.0,0.0,9.0,0.0,1.0,0.25
geoffrey-jourdren,Geoffrey Jourdren,Montpellier HSC,France,04.02.1986,181.0,73.0,Goalkeeper,190.0,79.0,53.0,58.0,0.0,10.0,0.0,1.0,0.0
jamel-saihi,Jamel Saihi,Montpellier HSC,France,27.01.1987,181.0,69.0,Defensive Midfielder,120.0,59.0,29.0,32.0,2.0,26.0,0.0,2.0,0.0
john-boye,John Boye,Stade Rennes,France,23.04.1987,184.0,69.0,Right Fullback,89.0,34.0,18.0,37.0,4.0,15.0,0.0,2.0,0.875
jonathan-pitroipa,Jonathan Pitroipa,Stade Rennes,France,12.04.1986,176.0,56.0,Left Midfielder,315.0,135.0,73.0,107.0,45.0,21.0,1.0,0.0,0.875
jordan-ayew,Jordan Ayew,Olympique Marseille,France,11.09.1991,182.0,81.0,Right Winger,162.0,67.0,42.0,53.0,24.0,24.0,2.0,1.0,0.875
joris-marveaux,Joris Marveaux,Montpellier HSC,France,15.08.1982,178.0,69.0,Defensive Midfielder,168.0,74.0,43.0,51.0,10.0,18.0,1.0,2.0,0.5
kamel-chafni,Kamel Chafni,Stade Brest,France,11.06.1982,181.0,70.0,Left Midfielder,217.0,67.0,54.0,96.0,11.0,40.0,1.0,0.0,0.25
karim-ait-fana,Karim Aït Fana,Montpellier HSC,France,25.02.1989,175.0,65.0,Left Winger,111.0,49.0,28.0,34.0,16.0,12.0,1.0,0.0,0.25
kevin-theophile-catherine,Kévin Théophile-Catherine,Stade Rennes,France,28.10.1989,180.0,77.0,Right Fullback,134.0,52.0,34.0,48.0,3.0,14.0,0.0,0.0,0.75
lamine-gassama,Lamine Gassama,FC Lorient,France,20.10.1989,181.0,74.0,Right Fullback,74.0,26.0,20.0,28.0,0.0,16.0,1.0,0.0,1.0
laurent-pionnier,Laurent Pionnier,Montpellier HSC,France,24.05.1982,184.0,76.0,Goalkeeper,32.0,12.0,4.0,16.0,0.0,1.0,0.0,0.0,0.25
lucas-mendes, Lucas Mendes,Olympique Marseille,France,03.07.1990,183.0,81.0,Left Fullback,98.0,37.0,22.0,39.0,5.0,15.0,0.0,1.0,0.25
mapou-yanga-mbiwa,Mapou Yanga-Mbiwa,Montpellier HSC,France,15.05.1989,184.0,77.0,Center Back,213.0,97.0,49.0,67.0,4.0,37.0,3.0,1.0,0.875
marco-estrada,Marco Estrada,Montpellier HSC,France,28.05.1983,175.0,71.0,Defensive Midfielder,201.0,109.0,32.0,60.0,20.0,55.0,1.0,1.0,0.125
yassine-jebbour,Yassine Jebbour,Stade Rennes,France,24.08.1991,181.0,70.0,Left Fullback,54.0,16.0,15.0,23.0,0.0,2.0,1.0,2.0,0.625
tripy-makonda,Tripy Makonda,Stade Brest,France,24.01.1990,180.0,70.0,Left Fullback,61.0,23.0,18.0,20.0,0.0,9.0,0.0,1.0,0.875
pape-mbow,Pape M'Bow,Olympique Marseille,France,22.05.1988,190.0,74.0,Center Back,42.0,17.0,8.0,17.0,1.0,8.0,0.0,1.0,1.0
viktor-klonaridis,Viktor Klonaridis,Lille OSC,France,28.07.1992,178.0,70.0,Attacking Midfielder,64.0,31.0,13.0,20.0,15.0,4.0,1.0,0.0,0.25
constant-djakpa,Constant Djakpa,Eintracht Frankfurt,Germany,17.10.1986,177.0,71.0,Left Fullback,138.0,56.0,28.0,54.0,5.0,21.0,0.0,3.0,1.0
aleksandar-ignjovski,Aleksandar Ignjovski,Werder Bremen,Germany,27.01.1991,175.0,68.0,Defensive Midfielder,136.0,50.0,36.0,50.0,1.0,22.0,1.0,0.0,0.25
bamba-anderson, Bamba Anderson,Eintracht Frankfurt,Germany,10.01.1988,188.0,80.0,Center Back,142.0,62.0,34.0,46.0,4.0,11.0,0.0,0.0,0.75
bo-svensson,Bo Svensson,1. FSV Mainz 05,Germany,04.08.1979,190.0,87.0,Center Back,179.0,71.0,46.0,62.0,3.0,29.0,0.0,0.0,0.25
gabriel-agbonlahor,Gabriel Agbonlahor,Aston Villa,England,13.10.1986,178.0,76.0,Right Winger,342.0,131.0,97.0,114.0,81.0,39.0,0.0,0.0,0.5
ibrahima-traore,Ibrahima Traoré,VfB Stuttgart,Germany,21.04.1988,172.0,62.0,Left Midfielder,223.0,94.0,50.0,79.0,32.0,27.0,1.0,2.0,1.0
javier-pinola,Javier Pinola,1. FC Nürnberg,Germany,24.02.1983,179.0,77.0,Left Fullback,333.0,125.0,91.0,117.0,10.0,95.0,1.0,3.0,0.25
jermaine-jones,Jermaine Jones,FC Schalke 04,Germany,03.11.1981,184.0,81.0,Defensive Midfielder,359.0,166.0,82.0,111.0,27.0,122.0,9.0,1.0,0.25
marco-russ,Marco Russ,VfL Wolfsburg,Germany,04.08.1985,190.0,75.0,Center Back,252.0,91.0,67.0,94.0,19.0,53.0,1.0,1.0,0.0
marwin-hitz,Marwin Hitz,VfL Wolfsburg,Germany,18.09.1987,192.0,89.0,Goalkeeper,89.0,54.0,16.0,19.0,0.0,2.0,0.0,3.0,0.25
matija-nastasic,Matija Nastasi?,Manchester City,England,28.03.1993,187.0,79.0,Center Back,99.0,52.0,23.0,24.0,4.0,16.0,0.0,0.0,0.125
torsten-oehrl,Torsten Oehrl,FC Augsburg,Germany,07.01.1986,191.0,84.0,Center Forward,225.0,76.0,62.0,87.0,55.0,21.0,0.0,1.0,0.0
punal, Puñal,CA Osasuna,Spain,06.09.1975,179.0,73.0,Defensive Midfielder,442.0,146.0,111.0,185.0,24.0,144.0,3.0,3.0,0.25
christian-vander,Christian Vander,Werder Bremen,Germany,24.10.1980,195.0,90.0,Goalkeeper,109.0,36.0,25.0,48.0,0.0,4.0,0.0,0.0,0.25
marc-ziegler,Marc Ziegler,VfB Stuttgart,Germany,13.06.1976,194.0,85.0,Goalkeeper,185.0,75.0,46.0,64.0,0.0,6.0,0.0,0.0,0.125
oka-nikolov,Oka Nikolov,Eintracht Frankfurt,Germany,25.05.1974,187.0,86.0,Goalkeeper,414.0,165.0,103.0,146.0,0.0,11.0,0.0,0.0,0.25
raphael-schaefer,Raphael Schäfer,1. FC Nürnberg,Germany,30.01.1979,190.0,92.0,Goalkeeper,379.0,143.0,89.0,147.0,0.0,31.0,0.0,0.0,0.25
karim-matmour,Karim Matmour,Eintracht Frankfurt,Germany,25.06.1985,181.0,75.0,Right Winger,278.0,117.0,65.0,96.0,28.0,38.0,2.0,0.0,0.25
cedric-makiadi,Cédric Makiadi,SC Freiburg,Germany,23.02.1984,177.0,77.0,Attacking Midfielder,307.0,101.0,81.0,125.0,43.0,33.0,0.0,0.0,0.75
roel-brouwers,Roel Brouwers,Bor. Mönchengladbach,Germany,28.11.1981,192.0,81.0,Center Back,289.0,120.0,75.0,94.0,23.0,46.0,3.0,4.0,0.0
pedro-martin, Pedro Martín,Atlético Madrid,Spain,16.01.1992,189.0,79.0,Center Forward,43.0,10.0,18.0,15.0,3.0,2.0,0.0,0.0,0.25
filip-daems,Filip Daems,Bor. Mönchengladbach,Germany,31.10.1978,181.0,79.0,Left Fullback,355.0,133.0,92.0,130.0,31.0,34.0,0.0,0.0,0.0
knowledge-musona,Knowledge Musona,FC Augsburg,Germany,21.06.1990,174.0,68.0,Center Forward,40.0,8.0,10.0,22.0,5.0,4.0,0.0,0.0,0.75
fagner, Fágner,VfL Wolfsburg,Germany,11.06.1989,168.0,67.0,Right Fullback,151.0,64.0,46.0,41.0,8.0,27.0,0.0,1.0,0.25
sandro_10, Sandro,Tottenham Hotspur,England,15.03.1989,187.0,75.0,Defensive Midfielder,198.0,104.0,41.0,53.0,10.0,42.0,0.0,0.0,0.5
benjamin-koehler,Benjamin Köhler,Eintracht Frankfurt,Germany,04.08.1980,172.0,66.0,Left Midfielder,357.0,149.0,85.0,123.0,52.0,32.0,0.0,1.0,0.25
matthew-briggs,Matthew Briggs,Fulham FC,England,09.03.1991,188.0,84.0,Left Fullback,59.0,22.0,13.0,24.0,3.0,7.0,0.0,0.0,0.5
medhi-zeffane,Medhi Zeffane,Olympique Lyon,France,19.05.1992,175.0,68.0,Right Fullback,14.0,8.0,5.0,1.0,0.0,1.0,0.0,0.0,0.5
theodor-gebre-selassie,Theodor Gebre Selassie,Werder Bremen,Germany,24.12.1986,181.0,71.0,Right Fullback,194.0,81.0,48.0,65.0,11.0,15.0,0.0,0.0,0.625
assani-lukimya,Assani Lukimya,Werder Bremen,Germany,25.01.1986,190.0,89.0,Center Back,241.0,94.0,60.0,87.0,13.0,21.0,3.0,1.0,0.875
leon-balogun,Leon Balogun,Fortuna Düsseldorf,Germany,28.06.1988,190.0,81.0,Center Back,154.0,52.0,39.0,63.0,10.0,33.0,0.0,1.0,0.375
alexander-esswein,Alexander Esswein,1. FC Nürnberg,Germany,25.03.1990,183.0,85.0,Left Winger,185.0,85.0,43.0,57.0,36.0,25.0,1.0,0.0,0.125
lkay-guendogan,?lkay Gündo?an,Borussia Dortmund,Germany,24.10.1990,180.0,79.0,Attacking Midfielder,168.0,94.0,30.0,44.0,31.0,12.0,0.0,0.0,0.25
tony-jantschke,Tony Jantschke,Bor. Mönchengladbach,Germany,07.04.1990,177.0,74.0,Right Fullback,185.0,92.0,42.0,51.0,11.0,22.0,1.0,0.0,0.125
jake-livermore,Jake Livermore,Tottenham Hotspur,England,14.11.1989,180.0,77.0,Center Midfielder,139.0,58.0,21.0,60.0,6.0,18.0,0.0,0.0,0.25
vasilis-pliatsikas,Vasilis Pliatsikas,FC Schalke 04,Germany,14.04.1988,174.0,73.0,Defensive Midfielder,96.0,50.0,28.0,18.0,2.0,22.0,3.0,0.0,0.125
marvin-compper,Marvin Compper,1899 Hoffenheim,Germany,14.06.1985,185.0,75.0,Center Back,241.0,101.0,56.0,84.0,8.0,33.0,2.0,2.0,0.5
salva-ruiz, Salva Ruiz,Valencia CF,Spain,17.05.1995,175.0,70.0,Left Fullback,18.0,6.0,4.0,8.0,0.0,1.0,0.0,0.0,0.25
ken-ilsoe,Ken Ilsø,Fortuna Düsseldorf,Germany,02.12.1986,183.0,77.0,Center Forward,172.0,62.0,44.0,66.0,34.0,18.0,0.0,0.0,0.25
ralf-faehrmann,Ralf Fährmann,FC Schalke 04,Germany,27.09.1988,196.0,93.0,Goalkeeper,115.0,54.0,20.0,41.0,0.0,3.0,0.0,2.0,0.0
stefan-aigner,Stefan Aigner,Eintracht Frankfurt,Germany,20.08.1987,185.0,72.0,Right Midfielder,226.0,85.0,56.0,85.0,48.0,37.0,1.0,1.0,0.0
alexander-buettner,Alexander Büttner,Manchester United,England,11.02.1989,174.0,75.0,Left Fullback,138.0,54.0,26.0,58.0,12.0,18.0,1.0,0.0,0.25
david-jones,David Jones,Wigan Athletic,England,04.11.1984,180.0,66.0,Defensive Midfielder,264.0,105.0,73.0,86.0,28.0,37.0,0.0,0.0,0.125
david-stockdale,David Stockdale,Fulham FC,England,28.09.1985,191.0,84.0,Goalkeeper,108.0,43.0,21.0,44.0,0.0,4.0,0.0,0.0,0.0
demba-ba,Demba Ba,Newcastle United,England,25.05.1985,190.0,82.0,Center Forward,245.0,114.0,60.0,71.0,98.0,15.0,0.0,1.0,1.0
fabio-borini,Fabio Borini,Liverpool FC,England,23.03.1991,180.0,73.0,Center Forward,119.0,53.0,25.0,41.0,32.0,17.0,1.0,0.0,0.125
fabio_13, Fábio,Queens Park Rangers,England,09.07.1990,172.0,65.0,Left Fullback,94.0,47.0,18.0,29.0,4.0,14.0,0.0,2.0,0.0
jonathan-obika,Jonathan Obika,Tottenham Hotspur,England,12.09.1990,183.0,76.0,Center Forward,125.0,49.0,29.0,47.0,23.0,10.0,0.0,0.0,0.75
maxim-choupo-moting,Maxim Choupo-Moting,1. FSV Mainz 05,Germany,23.03.1989,190.0,84.0,Center Forward,196.0,73.0,49.0,74.0,39.0,7.0,0.0,0.0,0.625
sebastian-coates,Sebastián Coates,Liverpool FC,England,07.10.1990,196.0,85.0,Center Back,124.0,77.0,22.0,25.0,7.0,26.0,1.0,0.0,0.125
steven-caulker,Steven Caulker,Tottenham Hotspur,England,29.12.1991,191.0,76.0,Center Back,186.0,63.0,43.0,80.0,12.0,12.0,0.0,0.0,0.625
marcel-halstenberg,Marcel Halstenberg,Borussia Dortmund,Germany,27.09.1991,186.0,82.0,Center Back,167.0,76.0,36.0,55.0,11.0,24.0,1.0,1.0,0.0
thomas-kleine,Thomas Kleine,SpVgg Greuther Fürth,Germany,28.12.1977,191.0,82.0,Center Back,354.0,151.0,76.0,127.0,25.0,42.0,1.0,2.0,0.0
tobias-steffen,Tobias Steffen,Bayer Leverkusen,Germany,03.06.1992,175.0,67.0,Center Forward,148.0,72.0,22.0,54.0,52.0,14.0,1.0,0.0,0.125
chris, Chris,1899 Hoffenheim,Germany,25.08.1978,185.0,79.0,Center Back,180.0,68.0,40.0,72.0,17.0,48.0,1.0,2.0,0.25
daniel-baier,Daniel Baier,FC Augsburg,Germany,18.05.1984,174.0,73.0,Attacking Midfielder,298.0,110.0,76.0,112.0,8.0,44.0,1.0,1.0,0.0
elkin-soto,Elkin Soto,1. FSV Mainz 05,Germany,04.08.1980,179.0,76.0,Defensive Midfielder,237.0,106.0,57.0,74.0,18.0,23.0,1.0,1.0,0.0
jens-langeneke,Jens Langeneke,Fortuna Düsseldorf,Germany,29.03.1977,185.0,78.0,Center Back,401.0,162.0,93.0,146.0,36.0,69.0,2.0,2.0,0.25
markus-miller,Markus Miller,Hannover 96,Germany,08.04.1982,189.0,92.0,Goalkeeper,228.0,89.0,50.0,89.0,0.0,6.0,0.0,0.0,0.25
martin-amedick,Martin Amedick,Eintracht Frankfurt,Germany,06.09.1982,194.0,85.0,Center Back,247.0,113.0,50.0,84.0,15.0,19.0,1.0,0.0,0.0
matthias-jaissle,Matthias Jaissle,1899 Hoffenheim,Germany,05.04.1988,186.0,83.0,Center Back,76.0,40.0,17.0,19.0,3.0,10.0,0.0,0.0,0.25
mergim-mavraj,Mergim Mavraj,SpVgg Greuther Fürth,Germany,09.06.1986,189.0,84.0,Center Back,239.0,88.0,67.0,84.0,8.0,45.0,5.0,0.0,0.0
per-nilsson,Per Nilsson,1. FC Nürnberg,Germany,15.09.1982,190.0,87.0,Center Back,152.0,59.0,39.0,54.0,13.0,19.0,0.0,1.0,0.25
sebastian-freis,Sebastian Freis,SC Freiburg,Germany,23.04.1985,183.0,78.0,Center Forward,268.0,98.0,65.0,105.0,54.0,14.0,0.0,0.0,0.0
stefan-reisinger,Stefan Reisinger,Fortuna Düsseldorf,Germany,14.09.1981,185.0,82.0,Center Forward,335.0,117.0,76.0,142.0,83.0,31.0,0.0,0.0,0.125
tobias-werner,Tobias Werner,FC Augsburg,Germany,19.07.1985,176.0,66.0,Left Midfielder,257.0,97.0,61.0,99.0,43.0,51.0,0.0,0.0,0.0
tom-starke,Tom Starke,Bayern München,Germany,18.03.1981,194.0,91.0,Goalkeeper,276.0,105.0,63.0,108.0,0.0,7.0,0.0,0.0,0.375
ronny-garbuschewski,Ronny Garbuschewski,Fortuna Düsseldorf,Germany,23.02.1986,178.0,75.0,Right Midfielder,222.0,106.0,55.0,61.0,45.0,30.0,2.0,1.0,0.375
jannik-loehden,Jannik Löhden,Hannover 96,Germany,16.07.1989,201.0,97.0,Center Back,69.0,31.0,19.0,19.0,7.0,16.0,0.0,0.0,0.0
julian-korb,Julian Korb,Bor. Mönchengladbach,Germany,21.03.1992,177.0,69.0,Right Fullback,141.0,65.0,30.0,46.0,5.0,22.0,0.0,1.0,0.125
tom-mickel,Tom Mickel,Hamburger SV,Germany,19.04.1989,186.0,81.0,Goalkeeper,94.0,44.0,21.0,29.0,0.0,2.0,0.0,0.0,0.25
zhi-gin-lam,Zhi Gin Lam,Hamburger SV,Germany,04.06.1991,175.0,67.0,Right Fullback,127.0,53.0,22.0,52.0,7.0,8.0,0.0,0.0,0.25
jacopo-sala,Jacopo Sala,Hamburger SV,Germany,05.12.1991,185.0,72.0,Right Midfielder,46.0,16.0,9.0,21.0,4.0,6.0,0.0,0.0,0.125
cimo-roecker,Cimo Röcker,Werder Bremen,Germany,21.01.1994,186.0,77.0,Right Midfielder,55.0,26.0,11.0,18.0,6.0,5.0,0.0,0.0,0.0
maximilian-arnold,Maximilian Arnold,VfL Wolfsburg,Germany,27.05.1994,183.0,74.0,Attacking Midfielder,104.0,64.0,22.0,18.0,33.0,16.0,0.0,1.0,0.0
patrick-drewes,Patrick Drewes,VfL Wolfsburg,Germany,04.02.1993,193.0,87.0,Goalkeeper,70.0,45.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0
yannik-schulze,Yannik Schulze,Hannover 96,Germany,05.02.1995,186.0,77.0,Center Back,49.0,20.0,12.0,17.0,3.0,8.0,0.0,0.0,0.0
amin-younes,Amin Younes,Bor. Mönchengladbach,Germany,06.08.1993,168.0,67.0,Right Midfielder,101.0,47.0,22.0,32.0,11.0,1.0,0.0,0.0,0.25
christian-guenter,Christian Günter,SC Freiburg,Germany,28.02.1993,184.0,81.0,Left Fullback,107.0,49.0,28.0,30.0,3.0,12.0,0.0,0.0,0.0
erik-wille,Erik Wille,Eintracht Frankfurt,Germany,28.03.1993,183.0,74.0,Center Back,104.0,42.0,13.0,49.0,16.0,14.0,0.0,2.0,0.0
loris-karius,Loris Karius,1. FSV Mainz 05,Germany,22.06.1993,189.0,75.0,Goalkeeper,50.0,21.0,10.0,19.0,0.0,1.0,0.0,0.0,0.0
max-gruen,Max Grün,SpVgg Greuther Fürth,Germany,05.04.1987,190.0,86.0,Goalkeeper,116.0,50.0,32.0,34.0,0.0,1.0,0.0,1.0,0.0
mohamed-amsif,Mohamed Amsif,FC Augsburg,Germany,07.02.1989,187.0,89.0,Goalkeeper,61.0,14.0,18.0,29.0,0.0,6.0,0.0,0.0,0.5
shawn-parker,Shawn Parker,1. FSV Mainz 05,Germany,07.03.1993,179.0,76.0,Center Forward,126.0,52.0,32.0,42.0,31.0,18.0,2.0,2.0,0.5
yunus-malli,Yunus Malli,1. FSV Mainz 05,Germany,24.02.1992,179.0,70.0,Attacking Midfielder,131.0,59.0,32.0,40.0,24.0,4.0,0.0,0.0,0.125
lukas-raeder,Lukas Raeder,Bayern München,Germany,30.12.1993,194.0,86.0,Goalkeeper,77.0,57.0,9.0,11.0,0.0,3.0,0.0,0.0,0.125
noah-korczowski,Noah Korczowski,1. FC Nürnberg,Germany,08.01.1994,185.0,80.0,Center Back,95.0,56.0,15.0,24.0,3.0,15.0,0.0,0.0,0.125
patrick-weihrauch,Patrick Weihrauch,Bayern München,Germany,03.03.1994,181.0,73.0,Center Forward,96.0,56.0,19.0,21.0,22.0,8.0,0.0,1.0,0.0
emre-can,Emre Can,Bayern München,Germany,12.01.1994,184.0,82.0,Center Midfielder,117.0,60.0,23.0,34.0,11.0,34.0,1.0,0.0,0.5
felix-kroos,Felix Kroos,Werder Bremen,Germany,12.03.1991,184.0,70.0,Attacking Midfielder,157.0,43.0,50.0,64.0,19.0,38.0,1.0,1.0,0.0
marc-andre-ter-stegen,Marc-André ter Stegen,Bor. Mönchengladbach,Germany,30.04.1992,189.0,85.0,Goalkeeper,177.0,85.0,45.0,47.0,0.0,10.0,0.0,0.0,0.125
sebastian-tyrala,Sebastian Tyra?a,SpVgg Greuther Fürth,Germany,22.02.1988,172.0,78.0,Attacking Midfielder,171.0,59.0,35.0,77.0,22.0,25.0,2.0,1.0,0.0
johannes-van-den-bergh,Johannes van den Bergh,Fortuna Düsseldorf,Germany,21.11.1986,183.0,75.0,Left Fullback,226.0,89.0,53.0,84.0,6.0,23.0,1.0,1.0,0.0
andre-hoffmann_2,André Hoffmann,MSV Duisburg,Germany,28.02.1993,187.0,79.0,Defensive Midfielder,128.0,51.0,24.0,53.0,11.0,35.0,1.0,1.0,0.0
dani-schahin,Dani Schahin,Fortuna Düsseldorf,Germany,09.07.1989,187.0,82.0,Center Forward,145.0,57.0,28.0,60.0,36.0,21.0,2.0,1.0,0.375
gerrit-wegkamp,Gerrit Wegkamp,Fortuna Düsseldorf,Germany,13.04.1993,193.0,82.0,Center Forward,98.0,39.0,24.0,35.0,30.0,0.0,0.0,0.0,0.0
matthias-ginter,Matthias Ginter,SC Freiburg,Germany,19.01.1994,188.0,85.0,Center Back,133.0,61.0,32.0,40.0,27.0,11.0,0.0,0.0,0.0
niklas-lomb,Niklas Lomb,Bayer Leverkusen,Germany,28.07.1993,188.0,84.0,Goalkeeper,87.0,41.0,21.0,25.0,0.0,1.0,0.0,0.0,0.0
nikos-papadopoulos,Nikos Papadopoulos,Fortuna Düsseldorf,Germany,11.04.1990,190.0,82.0,Goalkeeper,15.0,3.0,2.0,10.0,0.0,0.0,0.0,0.0,0.125
zlatan-alomerovic,Zlatan Alomerovi?,Borussia Dortmund,Germany,15.06.1991,187.0,88.0,Goalkeeper,111.0,50.0,27.0,34.0,0.0,10.0,0.0,1.0,0.0
olivier-occean,Olivier Occéan,Eintracht Frankfurt,Germany,23.10.1981,185.0,86.0,Center Forward,200.0,86.0,52.0,62.0,68.0,18.0,0.0,3.0,0.75
bradden-inman,Bradden Inman,Crewe Alexandra,England,10.12.1991,176.0,71.0,Attacking Midfielder,59.0,18.0,15.0,26.0,9.0,6.0,0.0,0.0,0.25
ryan-mason,Ryan Mason,Tottenham Hotspur (R),England,13.06.1991,175.0,71.0,Attacking Midfielder,79.0,23.0,22.0,34.0,12.0,8.0,0.0,0.0,0.125
dean-parrett,Dean Parrett,Tottenham Hotspur,England,16.11.1991,178.0,72.0,Center Midfielder,58.0,18.0,15.0,25.0,4.0,7.0,1.0,0.0,0.125
joshua-king,Joshua King,Blackburn Rovers,England,15.01.1992,180.0,74.0,Center Forward,106.0,40.0,28.0,38.0,11.0,4.0,0.0,0.0,0.625
paul-verhaegh,Paul Verhaegh,FC Augsburg,Germany,01.09.1983,178.0,72.0,Right Fullback,298.0,102.0,72.0,124.0,12.0,49.0,0.0,1.0,0.0
gibril-sankoh,Gibril Sankoh,FC Augsburg,Germany,15.05.1983,186.0,80.0,Center Back,245.0,102.0,58.0,85.0,1.0,40.0,2.0,2.0,1.0
nico-yennaris,Nico Yennaris,Arsenal FC (R),England,24.05.1993,174.0,65.0,Defensive Midfielder,14.0,6.0,5.0,3.0,0.0,1.0,0.0,0.0,0.25
dawda-bah,Dawda Bah,FC Augsburg,Germany,12.11.1983,182.0,74.0,Left Winger,111.0,62.0,21.0,28.0,23.0,14.0,0.0,1.0,1.0
marcel-de-jong,Marcel de Jong,FC Augsburg,Germany,15.10.1986,174.0,73.0,Left Fullback,217.0,74.0,60.0,83.0,9.0,37.0,1.0,0.0,0.0
rob-friend,Rob Friend,Eintracht Frankfurt,Germany,23.01.1981,195.0,94.0,Center Forward,221.0,88.0,48.0,85.0,52.0,24.0,1.0,0.0,0.0
jonathan-ligali,Jonathan Ligali,Montpellier HSC,France,28.05.1991,183.0,82.0,Goalkeeper,9.0,4.0,1.0,4.0,0.0,1.0,0.0,0.0,0.5
sercan-sararer,Sercan Sararer,SpVgg Greuther Fürth,Germany,27.11.1989,180.0,83.0,Left Winger,175.0,74.0,41.0,60.0,36.0,13.0,2.0,0.0,0.0
julian-schieber,Julian Schieber,Borussia Dortmund,Germany,13.02.1989,188.0,83.0,Center Forward,193.0,95.0,49.0,49.0,50.0,14.0,2.0,0.0,0.0
marek-grosse,Marek Große,Hannover 96,Germany,11.04.1994,186.0,83.0,Goalkeeper,9.0,3.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0
andre-weis,André Weis,VfB Stuttgart,Germany,30.09.1989,189.0,86.0,Goalkeeper,98.0,31.0,31.0,36.0,0.0,4.0,0.0,1.0,0.25
chris-loewe,Chris Löwe,Borussia Dortmund,Germany,16.04.1989,175.0,65.0,Left Fullback,154.0,84.0,34.0,36.0,10.0,19.0,0.0,0.0,0.0
koray-guenter,Koray Günter,Borussia Dortmund,Germany,16.08.1994,184.0,79.0,Center Back,87.0,40.0,18.0,29.0,5.0,7.0,1.0,1.0,0.0
marvin-ducksch,Marvin Ducksch,Borussia Dortmund,Germany,07.03.1994,188.0,75.0,Center Forward,97.0,48.0,20.0,29.0,41.0,12.0,0.0,0.0,0.0
tobias-levels,Tobias Levels,Fortuna Düsseldorf,Germany,22.11.1986,186.0,81.0,Right Fullback,218.0,74.0,57.0,87.0,2.0,53.0,1.0,1.0,0.25
